comppct.l,comppct.r,comppct.h,compname,compkind,majcompflag,otherph,localphase,slope.l,slope.r,slope.h,slopelenusle.l,slopelenusle.r,slopelenusle.h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev.l,elev.r,elev.h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry.l,albedodry.r,albedodry.h,airtempa.l,airtempa.r,airtempa.h,map.l,map.r,map.h,reannualprecip.l,reannualprecip.r,reannualprecip.h,ffd.l,ffd.r,ffd.h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod.l,rsprod.r,rsprod.h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub.l,initsub.r,initsub.h,totalsub.l,totalsub.r,totalsub.h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey,cokey
NA,5,NA,Gara,Series,No ,"ERODED,HIGH PPT",moderately eroded,9,12,14,NA,NA,NA,,5,48,6,Class 2,,,,No,Well drained,198,305,411,0,100,360,hillslopes on uplands,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,4,e,NA,NA,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,C,,,"MOLLIC HAPLUDALFS, FINE-LOAMY, MIXED, MESIC",Alfisols,Udalfs,Hapludalfs,Mollic Hapludalfs,fine-loamy,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410626,22087346
NA,95,NA,Nevin,Series,Yes,"HIGH PPT, DRAINED",rarely flooded,0,1,2,NA,61,NA,Low,5,48,6,None - deposition,,,,No,Somewhat poorly drained,168,282,396,0,100,360,stream terraces on river valleys,NA,0.09,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,1,,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C/D,Low,High,"AQUIC ARGIUDOLLS, FINE-SILTY, MIXED, MESIC",Mollisols,Udolls,Argiudolls,Aquic Argiudolls,fine-silty,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410636,22087271
NA,5,NA,Bremer,Series,No ,MAAT>50,rarely flooded,0,1,2,NA,NA,NA,,5,48,6,None - deposition,,,Farmable under natural conditions,Yes,Poorly drained,152,290,427,0,100,360,stream terraces on river valleys,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,3,w,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C/D,,High,"CUMULIC ENDOAQUOLLS, FINE-SILTY, MIXED, MESIC",Mollisols,Aquolls,Endoaquolls,Cumulic Endoaquolls,fine-silty,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410636,22087272
NA,90,NA,Judson,Series,Yes,MAAT>50,,2,4,5,NA,61,NA,Low,5,48,6,Class 1,,,,No,Moderately well drained,213,320,427,0,100,360,alluvial fans on river valleys,NA,0.09,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,2,e,NA,NA,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C,Low,Moderate,"CUMULIC HAPLUDOLLS, FINE-SILTY, MIXED, MESIC",Mollisols,Udolls,Hapludolls,Cumulic Hapludolls,fine-silty,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410639,22087231
NA,5,NA,Colo,Series,No ,MAAT>50,Frequently flooded,0,1,2,NA,NA,NA,,5,48,6,None - deposition,,,Farmable under natural conditions,Yes,Poorly drained,152,290,427,0,100,360,flood plains on river valleys,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,2,w,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C/D,,High,"Fine-silty, mixed, superactive, mesic Cumulic Endoaquolls",Mollisols,Aquolls,Endoaquolls,Cumulic Endoaquolls,fine-silty,,superactive,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410639,22087232
NA,5,NA,Ely,Series,No ,HIGH PPT,,2,4,5,NA,NA,NA,,5,48,6,Class 1,,,,No,Somewhat poorly drained,152,259,366,0,100,360,alluvial fans on river valleys,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,2,e,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C,,,"CUMULIC HAPLUDOLLS, FINE-SILTY, MIXED, MESIC",Mollisols,Udolls,Hapludolls,Cumulic Hapludolls,fine-silty,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410639,22087233
NA,100,NA,Judson,Series,Yes,MAAT>50,,5,6,9,NA,61,NA,Medium,5,48,6,Class 1,,,,No,Moderately well drained,213,320,427,0,100,360,alluvial fans on river valleys,NA,0.09,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,3,e,NA,NA,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C,Low,Moderate,"CUMULIC HAPLUDOLLS, FINE-SILTY, MIXED, MESIC",Mollisols,Udolls,Hapludolls,Cumulic Hapludolls,fine-silty,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410640,22087234
NA,60,NA,Shelby,Series,Yes,"ERODED,HIGH PPT",moderately eroded,9,10,14,NA,46,NA,High,5,48,6,Class 2,,,,No,Well drained,198,328,457,0,100,360,hillslopes on uplands,NA,0.16,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,3,e,NA,NA,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,C,Low,Moderate,"TYPIC ARGIUDOLLS, FINE-LOAMY, MIXED, MESIC",Mollisols,Udolls,Argiudolls,Typic Argiudolls,fine-loamy,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410641,22087273
NA,30,NA,Adair,Series,Yes,"ERODED,HIGH PPT, DRAINED",moderately eroded,9,10,14,NA,46,NA,High,3,86,4,Class 2,,,,No,Somewhat poorly drained,244,320,396,0,100,360,hillslopes on uplands,NA,0.16,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,4,e,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,D,Moderate,High,"AQUIC ARGIUDOLLS, FINE, MONTMORILLONITIC, MESIC",Mollisols,Udolls,Argiudolls,Aquic Argiudolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410641,22087274
NA,10,NA,Shelby,Series,No ,"SEV ER,HIGH PPT",severely eroded,9,12,14,NA,46,NA,High,4,48,6,Class 3,,,,No,Well drained,198,328,457,0,100,360,hillslopes on uplands,NA,0.09,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,4,e,NA,NA,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,C,Low,Moderate,"TYPIC ARGIUDOLLS, FINE-LOAMY, MIXED, MESIC",Mollisols,Udolls,Argiudolls,Typic Argiudolls,fine-loamy,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410641,22087275
NA,50,NA,Gara,Series,Yes,"ERODED,HIGH PPT",moderately eroded,9,10,14,NA,46,NA,High,5,48,6,Class 2,,,,No,Well drained,198,305,411,0,100,360,hillslopes on uplands,NA,0.23,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,4,e,NA,NA,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,C,Moderate,Moderate,"MOLLIC HAPLUDALFS, FINE-LOAMY, MIXED, MESIC",Alfisols,Udalfs,Hapludalfs,Mollic Hapludalfs,fine-loamy,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410643,22087353
NA,40,NA,Armstrong,Series,Yes,"ERODED,HIGH PPT, DRAINED",moderately eroded,9,10,14,NA,46,NA,Very high,3,48,6,Class 2,,,,No,Somewhat poorly drained,244,320,396,0,100,360,hillslopes on uplands,NA,0.23,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,4,e,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,D,Moderate,High,"AQUERTIC HAPLUDALFS, FINE, MONTMORILLONITIC, MESIC",Alfisols,Udalfs,Hapludalfs,Aquertic Hapludalfs,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410643,22087354
NA,5,NA,Armstrong,Taxadjunct,No ,1 Erosion,moderately eroded,NA,12,NA,NA,NA,NA,,3,48,6,Class 2,,,,No,,NA,NA,NA,0,100,360,hillslopes on uplands,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,4,w,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,D,Moderate,Moderate,"Fine, smectitic, mesic Aquertic Hapludalfs",Alfisols,Udalfs,Hapludalfs,Aquertic Hapludalfs,fine,,,,mesic,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410643,22087355
NA,5,NA,Gara,Series,No ,Severly eroded,severely eroded,NA,12,NA,NA,NA,NA,,4,48,6,Class 3,,,,No,Well drained,NA,NA,NA,0,100,360,hillslopes on uplands,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,6,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,C,Moderate,Moderate,"Fine-loamy, mixed, superactive, mesic Typic Hapludalfs",Alfisols,Udalfs,Hapludalfs,Typic Hapludalfs,fine-loamy,,superactive,,mesic,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410643,22087356
NA,60,NA,Gara,Series,Yes,"ERODED,HIGH PPT",moderately eroded,14,16,18,NA,30,NA,High,5,48,6,Class 2,,,,No,Well drained,198,305,411,0,100,360,hillslopes on uplands,NA,0.23,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,6,e,NA,NA,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,C,Moderate,Moderate,"MOLLIC HAPLUDALFS, FINE-LOAMY, MIXED, MESIC",Alfisols,Udalfs,Hapludalfs,Mollic Hapludalfs,fine-loamy,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410644,22087357
NA,30,NA,Armstrong,Series,Yes,"ERODED,HIGH PPT",moderately eroded,14,16,18,NA,30,NA,Very high,3,48,6,Class 2,,,,No,Somewhat poorly drained,244,320,396,0,100,360,hillslopes on uplands,NA,0.23,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,6,e,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,D,Moderate,High,"AQUERTIC HAPLUDALFS, FINE, MONTMORILLONITIC, MESIC",Alfisols,Udalfs,Hapludalfs,Aquertic Hapludalfs,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410644,22087358
NA,5,NA,Armstrong,Taxadjunct,No ,1 erosion,moderately eroded,14,16,18,NA,NA,NA,,3,48,6,Class 2,,,,No,,NA,NA,NA,0,100,360,hillslopes on uplands,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,6,e,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,D,Moderate,Moderate,"Fine, smectitic, mesic Aquertic Hapludalfs",Alfisols,Udalfs,Hapludalfs,Aquertic Hapludalfs,fine,,,,mesic,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410644,22087359
NA,5,NA,Gara,Series,No ,Severly eroded,severely eroded,14,16,18,NA,NA,NA,,4,48,6,Class 3,,,,No,Well drained,NA,NA,NA,0,100,360,hillslopes on uplands,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,6,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,C,Moderate,Moderate,"Fine-loamy, mixed, superactive, mesic Typic Hapludalfs",Alfisols,Udalfs,Hapludalfs,Typic Hapludalfs,fine-loamy,,superactive,,mesic,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410644,22087360
100,100,100,Water,Miscellaneous area,Yes,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,Water cover,,,Unranked,,160,280,400,0,180,360,"oxbow lakes on river valleys, sand pits on river valleys, gravel pits on river valleys, ponds on uplands, quarries on uplands, borrow pits on uplands",NA,NA,NA,6,9,12,585,735,1040,NA,NA,NA,155,180,210,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,3051961,22088566
